"""Blogger""- публикация блогов и хостинг web-страниц","Размещение личных дневников. Услуга ""мобильный блог"". Шаблоны для оформления блогов и сайтов.",28000,www.blogger.com
"""Nethouse"" - конструктор сайтов","Сервис по созданию сайтов на основе профессиональных шаблонов, возможность подключения функциональных модулей, регистрация доменов и пр. Инструкции, видеотур. Примеры дизайна созданных сайтов.",27000,www.nethouse.ru
World Wide Web Consortium,"Лента новостей из мира интернет Информация о интернет технологиях, протоколах, стандартах, технических спецификациях. Все материалы на английском языке.",26000,www.w3.org
"""Рамблер"" - медийный портал",Новости России и мира. Электронная почта. Поиск информации в интернете. Развлекательные и коммуникационные сервисы. Программы и приложения.,24000,www.rambler.ru
Bigmir)net - рейтинг и каталог украинских ресурсов,Рейтинги украинских ресурсов Интернет по рубрикам. Возможность добавить свой ресурс.,24000,www.bigmir.net
"""ICQ"" - официальный сайт интернет-мессенджера","Возможность скачать версии ICQ для ПК и мобильных устройств, а также общаться с друзьями с помощью Web-ICQ. Поиск людей, сервис знакомств, игры, чаты.",23000,www.icq.com
"""Instagram"" - социальная сеть","Обмен фотографиями и видеозаписями, возможность делать квадратные снимки и применять к ним фильтры, а также распространять их в ряд других социальных сетей.",20000,www.instagram.com
"""Intel"" - официальный сайт корпорации","Описание технологий, характеристики продукции ""Intel"" для дома и офиса. Драйвера и утилиты. Форум, блоги. История компании. Контактная информация.",17000,www.intel.ru
"""Yahoo!"" - поисковая система","Поиск информации в интернете (в т.ч. на русском языке). Параллельный поиск по товарам, картинкам, видеофайлам.",17000,www.yahoo.com
"""Мегагрупп.ру"" - создание сайтов с CMS","Создание, дизайн, хостинг, оптимизация и продвижение сайтов. Прайс-лист. Онлайн-заказ. Портфолио. Техническая поддержка.",17000,www.megagroup.ru
"""I.ua"" - бесплатный почтовый сервис","Электронная почта с неограниченным почтовым ящиком. Антиспамная и антивирусная проверка, фильтры и сортировки, переадресация.",16000,www.i.ua
"""Хостинг-центр"" - услуги хостинга","Виртуальный хостинг с поддержкой PHP, MySQL, SSI; регистрация доменов. Тарифы на услуги. Информация о компании. Контакты.",15000,www.hc.ru
"""Мой мир@mail.ru"" - национальная социальная сеть","Возможность искать одноклассников, однокурсников и бывших коллег по работе; создавать сообщества, обмениваться сообщениями, подарками, читать блоги, отвечать на вопросы и др.",14000,my.mail.ru
"""Masterhost"" - услуги хостинга","Виртуальный хостинг, регистрация доменов, аренда и размещение серверов. Тарифы на услуги. Техническая документация, ответы на вопросы. Новости и акции компании.",13000,www.masterhost.ru
"""Интернет-хостинг центр"" - виртуальный хостинг","Аренда виртуальных серверов, регистрация доменов, виртуальный хостинг. Тарифы. Информационная поддержка.",13000,www.ihc.ru
"""RuTube"" - видеохостинг","Каталог авторского видео, кинотрейлеров, мультфильмов, видеоприколов и др. Возможность загрузки собственных файлов.",13000,www.rutube.ru
"""Sourceforge"" - проекты с открытым исходным кодом","Список проектов с открытым исходным кодом. Перечень проектов, нуждающиеся в помощи. Возможность загрузить различные материалы. Информация на английском языке.",12000,www.sourceforge.net
"""Samsung Electronics"" - производитель электроники","Описания и характеристики продуктов компании: телевизоров, мобильных устройств, аудиотехники, фото- и видеокамер и др. Адреса магазинов. Информация об акциях. Новости, видеорелизы.",11000,www.samsung.com
"""1С-Битрикс"" - система управления сайтом","Описание программы: возможности, технические требования, документация. Дистрибутив trial-версии. Возможность заказать программу в интернете. Документация, faq для пользователей.",11000,www.1c-bitrix.ru
"""Reggi.ru"" - регистрация доменов",Онлайн-сервис регистрации доменов в различных зонах. Цены. Формы договоров на оказание услуг. Ответы на вопросы. Партнерская программа.,11000,www.reggi.ru
"""Яндекс"" - облегченная версия поисковой системы","Поисковая строка, доступ к почте и персональным сервисам на Яндексе.",11000,www.ya.ru
"""ВКонтакте"" - социальная сеть","Поиск людей по их увлечениям, месту учебы и работы, персональным данным и т.д. Возможность создавать и вступать в группы по интересам, прослушивать музыку и смотреть фильмы онлайн.",370000,www.vk.com
"""YouTube"" - видеохостинг","Возможность просмотра и загрузки видеороликов. Поиск видео по категориям, каналам и сообществам.",300000,www.youtube.com
Яндекс - поисковая система и интернет-портал,"Поиск по интернету с учётом региона пользователя. Возможность искать по картинкам, видео, картам, новостям, блогам, товарам и словарям. Бесплатная почта, фотохостинг и другие сервисы.",270000,www.yandex.ru
"""Facebook"" - международная социальная сеть","Поиск людей, одноклассников, однокурсников, коллег и пр. Возможность загружать свои фотографии и видео; создавать заметки; размещать ссылки; общаться в группах по интересам и чате.",210000,www.facebook.com
"""Google"" - поисковая система",Система поиска информации в сети интернет (включая русскоязычный интернет). Возможность поиска картинок и новостей; автоматический перевод англоязычных страниц.,170000,www.google.com
"""Twitter"" - онлайн-сервис для ведения микроблогов",Платформа для обмена короткими сообщениями. Возможность подписки на чужие блоги и чтения их в единой ленте.,160000,www.twitter.com
"""Рамблер Топ100"" - счетчик",Рейтинг ресурсов по посещаемости.,160000,top100.rambler.ru
"""Adobe"" - производитель программного обеспечения","Обзор программных продуктов компании: Acrobat, Photoshop, Illustrator, Flash, Flex и др. Описания и инструкция для пользователей. Интернет-магазин. (на англ. яз.)",80000,www.adobe.com
"""Рейтинг@Mail.Ru"" - рейтинг интернет-ресурсов",Тематический рейтинг ресурсов по категориям. Система статистики для сайтов.,69000,top.mail.ru
"""Mail.ru"" - российский коммуникационный портал","Бесплатный почтовый сервис с неограниченным размером ящика, защитой от спама и вирусов. Социальная сеть, фото- и видеохостинги, поисковая система и др. коммуникационные и развлекательные сервисы.",69000,www.mail.ru
"""Одноклассники.ru"" - социальная сеть","Развлекательная социальная сеть для общения с друзьями, просмотра фильмов и сериалов, прослушивания музыки и многого другого.",60000,www.odnoklassniki.ru
"""Hotlog"" - сервис интернет-статистики","Сервис сбора и обработки статистики посещений интернет-сайтов. Бесплатные и коммерческие инструменты для веб-аналитики, позволяющие оценить эффективность маркетинговых мероприятий.",58000,www.hotlog.ru
"""Google+"" - социальная сеть","Пользователи могут создавать круги общения, размещать записи и фотографии и делиться ими с друзьями, родственниками, коллегами и т.д., общаться в групповом чате и проводить видеовстречи, играть.",56000,plus.google.com
"""uCoz"" - бесплатный хостинг и конструктор сайтов","Система управления сайтом с набором сервисов (гостевые книги, форумы, каталоги, голосования и т.д.). Возможность настройки шаблонов, FTP-доступ и др.",52000,www.ucoz.ru
API продуктов Яндекса,"Инструментарий для вебмастеров и блоггеров: API Фоток, Спеллера, поиска по сайту и др. сервисов, а также виджетная платформа и хостинг JavaScript-библиотек.",51000,api.yandex.ru
"""Живой Журнал"" - сервис онлайн-дневников","Возможность создавать и вести личные дневники с настройками доступа, размещать фотографии, участвовать в сообществах, искать друзей по интересам, одноклассников и т.д.",46000,www.livejournal.com
"""Vimeo"" - видеохостинг","Возможность размещать видеоролики, в т.ч. в высоком разрешении, бесплатно или на платной основе, делиться ими с друзьями по интересам, участвовать в фестивалях и др. проектах Vimeo (на англ. яз.).",39000,www.vimeo.com
"""LiveInternet"" - размещение личных дневников",,32000,www.liveinternet.ru
"""Документы Google"" - офисные приложения онлайн","Возможность загружать, редактировать и создавать новые текстовые документы, электронные таблицы и презентации, организовывать совместный с другими пользователями доступ к ним.",28000,docs.google.com
"""Blogger""- публикация блогов и хостинг web-страниц","Размещение личных дневников. Услуга ""мобильный блог"". Шаблоны для оформления блогов и сайтов.",28000,www.blogger.com
"""Nethouse"" - конструктор сайтов","Сервис по созданию сайтов на основе профессиональных шаблонов, возможность подключения функциональных модулей, регистрация доменов и пр. Инструкции, видеотур. Примеры дизайна созданных сайтов.",27000,www.nethouse.ru
World Wide Web Consortium,"Лента новостей из мира интернет Информация о интернет технологиях, протоколах, стандартах, технических спецификациях. Все материалы на английском языке.",26000,www.w3.org
"""Рамблер"" - медийный портал",Новости России и мира. Электронная почта. Поиск информации в интернете. Развлекательные и коммуникационные сервисы. Программы и приложения.,24000,www.rambler.ru
Bigmir)net - рейтинг и каталог украинских ресурсов,Рейтинги украинских ресурсов Интернет по рубрикам. Возможность добавить свой ресурс.,24000,www.bigmir.net
"""ICQ"" - официальный сайт интернет-мессенджера","Возможность скачать версии ICQ для ПК и мобильных устройств, а также общаться с друзьями с помощью Web-ICQ. Поиск людей, сервис знакомств, игры, чаты.",23000,www.icq.com
"""Instagram"" - социальная сеть","Обмен фотографиями и видеозаписями, возможность делать квадратные снимки и применять к ним фильтры, а также распространять их в ряд других социальных сетей.",20000,www.instagram.com
"""Intel"" - официальный сайт корпорации","Описание технологий, характеристики продукции ""Intel"" для дома и офиса. Драйвера и утилиты. Форум, блоги. История компании. Контактная информация.",17000,www.intel.ru
"""Yahoo!"" - поисковая система","Поиск информации в интернете (в т.ч. на русском языке). Параллельный поиск по товарам, картинкам, видеофайлам.",17000,www.yahoo.com
"""Мегагрупп.ру"" - создание сайтов с CMS","Создание, дизайн, хостинг, оптимизация и продвижение сайтов. Прайс-лист. Онлайн-заказ. Портфолио. Техническая поддержка.",17000,www.megagroup.ru
"""I.ua"" - бесплатный почтовый сервис","Электронная почта с неограниченным почтовым ящиком. Антиспамная и антивирусная проверка, фильтры и сортировки, переадресация.",16000,www.i.ua
"""Хостинг-центр"" - услуги хостинга","Виртуальный хостинг с поддержкой PHP, MySQL, SSI; регистрация доменов. Тарифы на услуги. Информация о компании. Контакты.",15000,www.hc.ru
"""Мой мир@mail.ru"" - национальная социальная сеть","Возможность искать одноклассников, однокурсников и бывших коллег по работе; создавать сообщества, обмениваться сообщениями, подарками, читать блоги, отвечать на вопросы и др.",14000,my.mail.ru
"""Masterhost"" - услуги хостинга","Виртуальный хостинг, регистрация доменов, аренда и размещение серверов. Тарифы на услуги. Техническая документация, ответы на вопросы. Новости и акции компании.",13000,www.masterhost.ru
"""Интернет-хостинг центр"" - виртуальный хостинг","Аренда виртуальных серверов, регистрация доменов, виртуальный хостинг. Тарифы. Информационная поддержка.",13000,www.ihc.ru
"""RuTube"" - видеохостинг","Каталог авторского видео, кинотрейлеров, мультфильмов, видеоприколов и др. Возможность загрузки собственных файлов.",13000,www.rutube.ru
"""Sourceforge"" - проекты с открытым исходным кодом","Список проектов с открытым исходным кодом. Перечень проектов, нуждающиеся в помощи. Возможность загрузить различные материалы. Информация на английском языке.",12000,www.sourceforge.net
"""Samsung Electronics"" - производитель электроники","Описания и характеристики продуктов компании: телевизоров, мобильных устройств, аудиотехники, фото- и видеокамер и др. Адреса магазинов. Информация об акциях. Новости, видеорелизы.",11000,www.samsung.com
"""1С-Битрикс"" - система управления сайтом","Описание программы: возможности, технические требования, документация. Дистрибутив trial-версии. Возможность заказать программу в интернете. Документация, faq для пользователей.",11000,www.1c-bitrix.ru
"""Reggi.ru"" - регистрация доменов",Онлайн-сервис регистрации доменов в различных зонах. Цены. Формы договоров на оказание услуг. Ответы на вопросы. Партнерская программа.,11000,www.reggi.ru
"""Яндекс"" - облегченная версия поисковой системы","Поисковая строка, доступ к почте и персональным сервисам на Яндексе.",11000,www.ya.ru
